amount,duration,payments,status,loan_year,owner_age_at_loan,owner_age_at_account_creation,has_disponent,has_junior_card,has_classic_card,has_gold_card,min_balance,max_balance,mean_balance,std_balance,recent_balance,total_credit,min_credit,max_credit,mean_credit,std_credit,total_withdrawal,min_withdrawal,max_withdrawal,mean_withdrawal,std_withdrawal,total_credit_times,total_withdrawal_times,interest_credit,payment_for_statement,household,old-age_pension,insurrance_payment,sanction_interest_if_negative_balance,credit_in_cash,collection_from_another_bank,withdrawal_in_cash,remittance_to_another_bank,credit_card_withdrawal,months_until_bankrupt,months_until_bankrupt_loan_duration_diff,sex,frequency,no. of inhabitants,no. of municipalities with inhabitants < 499 ,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999 ,no. of municipalities with inhabitants >10000 ,no. of cities ,ratio of urban inhabitants ,average salary ,unemploymant rate 1995 ,unemploymant rate 1996 ,no. of enterpreneurs per 1000 inhabitants ,no. of commited crimes 1995 ,no. of commited crimes 1996 
79920,60,1332,1,1995,41,40,0,0,0,0,700.0,74199.5,43846.97789473684,11422.41648551957,31271.6,381737.6,24.3,36634.5,13163.365517241378,13850.90913324579,350466.0,14.6,24300.0,5310.090909090909,6528.580442311754,29,66,14,10,10,0,0,0,15,0,46,20,0,23,-37,male,monthly issuance,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261
538500,60,8975,1,1995,34,33,0,0,0,0,200.0,69775.9,33687.85862068966,13291.93142321018,23271.0,258133.60000000003,40.4,32082.0,11733.345454545457,11960.11770007938,234862.60000000003,14.6,23800.0,6523.961111111112,5606.172652397325,22,36,10,6,7,0,0,0,12,0,29,7,0,2,-58,male,monthly issuance,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040
97224,24,4051,1,1995,43,42,1,0,0,0,1000.0,43393.0,22360.536607142858,7443.483764088507,19479.6,460559.60000000003,51.9,16257.0,5482.852380952381,5622.35908859135,421600.3999999998,14.6,11700.0,3011.431428571427,2229.562389768312,84,140,32,24,26,0,0,0,52,0,88,52,0,4,-20,female,monthly issuance,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181
28248,24,1177,1,1995,25,23,0,0,0,0,400.0,69893.0,45582.44893617021,11664.075200655276,33736.399999999994,398113.5999999999,26.9,30055.5,10476.673684210524,10974.26758404175,364384.3999999999,14.6,23400.0,6506.864285714284,8023.730368645528,38,56,18,14,0,0,0,0,20,0,56,0,0,28,4,female,monthly issuance,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410
168984,24,7041,-1,1995,18,17,0,0,0,0,-517.7,120806.4,56053.99750000008,28266.610769240513,24304.3,920743.1000000002,28.0,49960.0,12442.474324324327,16161.102037015522,826567.7999999997,2.5,55200.0,10597.023076923073,12648.7841708907,74,78,38,18,0,0,0,2,36,0,86,0,0,3,-21,male,monthly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
76680,24,3195,1,1995,46,44,1,0,0,0,1000.0,104676.1,62933.47482517484,20932.105003509983,27191.2,1439674.5999999999,91.9,57554.0,13581.835849056602,19798.4265896865,1202357.6,14.6,38700.0,7331.448780487805,8053.085795447605,106,164,68,26,26,0,0,0,4,34,128,52,0,8,-16,male,monthly issuance,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887
331560,60,5526,1,1995,14,12,1,0,0,0,900.0,71924.6,36941.99831932771,10991.931791366229,47992.1,919252.8000000002,36.3,33276.0,11490.660000000002,12162.050851805381,823268.7999999996,14.6,24700.0,5210.562025316453,4724.732707309478,80,158,36,28,28,0,0,0,44,0,102,56,0,8,-52,male,monthly issuance,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674
103680,60,1728,-1,1995,23,22,0,0,0,0,500.0,46520.1,28250.10917431192,9328.300512036029,33327.6,227466.7,26.2,14422.5,5169.697727272727,5034.7738003937375,197239.00000000006,14.6,13920.0,3034.4461538461546,3526.317042471319,44,65,19,15,0,0,0,0,25,0,65,0,0,19,-41,male,monthly issuance,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668
99696,48,2077,-1,1995,23,21,0,0,0,0,-974.6,127684.9,46341.29351851856,28628.738898313848,32966.8,649189.6,61.8,49327.0,14426.435555555556,16173.78317077301,479775.59999999986,0.4,55900.0,8723.192727272724,12537.07776117566,45,55,14,12,0,0,0,1,31,0,63,0,0,15,-33,female,monthly issuance,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718
134784,24,5616,1,1995,54,54,0,0,0,0,900.0,112839.2,44005.11272727274,25057.25366308167,16218.7,264674.3,12.2,43785.0,8822.476666666666,14215.334440612207,217387.60000000003,14.6,58800.0,9451.634782608697,13208.500355077957,30,23,17,6,0,0,0,0,13,0,25,0,0,2,-22,female,monthly issuance,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
15420,12,1285,1,1995,29,27,0,0,0,0,1000.0,41137.4,24577.200000000033,7025.969991603572,31867.2,253168.59999999998,22.1,13881.0,4776.766037735849,4838.270150987944,221301.20000000007,14.6,11840.0,2258.1755102040825,2105.238923134826,53,98,21,17,17,0,0,0,32,0,64,34,0,24,12,female,monthly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
31728,24,1322,1,1995,44,43,1,0,0,0,600.0,56122.8,31139.747863247845,9870.568661608158,32802.7,638054.5999999999,36.5,22267.5,7781.153658536584,7954.365117560435,572448.7999999997,14.6,19680.0,3766.1105263157874,3815.3310170795403,82,152,36,28,28,0,0,0,46,0,124,28,0,24,0,male,monthly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
185952,48,3874,1,1995,50,49,0,0,0,0,700.0,145318.2,50113.19411764706,31120.378090285445,82385.2,250010.09999999998,68.7,46725.0,12500.505,16506.297929047418,167625.0,1800.0,57400.0,11973.214285714286,14318.969886026674,20,14,10,0,1,0,0,0,10,0,13,1,0,21,-27,male,monthly issuance,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190
156672,36,4352,1,1995,38,37,0,0,0,0,500.0,41876.9,22927.502666666693,6641.421706431504,23278.8,135886.90000000002,11.2,10380.0,3672.6189189189195,3503.3663295995475,112615.40000000002,14.6,9000.0,2963.5631578947373,2203.4424024121718,37,38,13,9,8,0,0,0,24,0,30,8,0,5,-31,female,monthly issuance,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525
18564,12,1547,1,1995,32,31,0,0,0,0,200.0,56498.4,35538.04615384616,13706.204881429285,43265.7,77465.7,24.0,25603.5,8607.3,9791.861006525323,34200.0,300.0,13400.0,8550.0,5162.605931116571,9,4,4,0,0,0,0,0,5,0,4,0,0,27,15,female,monthly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
158976,48,3312,1,1995,56,54,0,0,0,0,600.0,130293.2,49916.091025641086,23244.476553061308,18886.7,678170.9999999999,74.4,48358.0,13041.749999999998,13472.445967610794,517076.39999999985,14.6,37300.0,5442.909473684209,8305.250078342313,52,95,16,14,14,0,14,0,36,0,62,42,0,5,-43,male,monthly issuance,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
47304,24,1971,1,1995,23,22,0,0,0,0,400.0,148093.0,68740.02335329348,30824.059074874785,62458.3,1189194.4,38.3,49060.0,15647.294736842105,16923.737671116323,1010232.9999999998,14.6,59900.0,12171.48192771084,15352.06265687962,76,83,34,15,14,0,0,0,42,0,77,14,0,31,7,male,monthly issuance,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
104712,24,4363,1,1995,50,48,0,0,0,0,400.0,147603.2,57357.84345549748,27004.770135314993,23874.2,1155020.4999999998,83.9,49831.0,16041.951388888885,16504.70667139792,962333.1999999996,14.6,56400.0,9343.040776699025,12863.36383897584,72,103,22,22,22,0,0,0,50,0,97,22,0,5,-19,male,monthly issuance,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
126600,24,5275,1,1995,56,54,0,0,0,0,400.0,94043.3,47118.99318181818,17114.61270235748,48720.6,795503.6,62.3,47472.0,17293.55652173913,17624.395141673624,630462.7999999997,14.6,32400.0,8519.767567567564,8487.596133183366,46,74,22,18,0,0,0,0,1,23,86,0,0,9,-15,male,monthly issuance,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410
68400,12,5700,-1,1995,18,18,0,0,0,0,800.0,51242.2,31793.735714285714,11849.835157901513,23946.1,62746.19999999999,66.2,31037.0,6971.799999999999,10544.15632766426,38800.0,2200.0,15800.0,7760.0,4968.138484382254,9,5,5,0,0,0,0,0,4,0,5,0,0,4,-8,female,monthly issuance,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887
225420,60,3757,1,1995,46,45,0,0,0,0,200.0,53271.6,31185.156862745098,9519.637240148468,32403.4,155236.50000000003,43.4,20727.0,7056.204545454547,7106.472914148396,122833.00000000001,14.6,14800.0,4235.620689655173,3751.618821290563,22,29,9,5,0,0,0,0,13,0,29,0,0,8,-52,female,monthly issuance,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
248148,36,6893,1,1995,54,53,0,0,0,0,600.0,67486.0,36063.78833333336,10716.645175785994,41108.6,347756.19999999995,86.7,28362.0,9398.816216216215,9744.837101560664,306647.6,14.6,28960.0,3694.549397590361,4604.686593612121,37,83,15,11,11,0,11,0,22,0,50,33,0,5,-31,female,monthly issuance,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525
187224,24,7801,-1,1995,47,46,0,0,0,0,-243.3,92571.3,42084.311363636334,21912.905173215288,50839.399999999994,502143.5999999999,16.8,46293.0,13214.305263157892,16283.719368952978,361475.3999999999,0.2,51900.0,9036.884999999998,11145.583136192336,38,40,17,12,0,0,0,1,21,0,50,0,0,6,-18,male,monthly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
36396,12,3033,1,1995,23,21,0,0,0,0,800.0,125887.5,57977.03481012657,24971.855670643177,45480.6,949476.7,92.8,48143.0,16954.94107142857,17264.75675488298,899731.0,30.0,51700.0,8908.227722772277,11097.710727162872,56,101,22,19,19,0,0,0,34,0,83,19,0,14,2,male,weekly issuance,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807
189060,60,3151,1,1995,36,35,0,0,0,0,200.0,101793.6,72242.8966666667,24268.192268474708,68945.6,301974.5,100.5,60016.0,21569.60714285714,21866.962729569404,223120.0,100.0,40300.0,14874.666666666666,13410.605686876672,14,15,6,2,3,0,0,0,1,7,13,3,0,21,-39,female,issuance after transaction,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892
71064,36,1974,1,1995,48,47,0,0,0,0,700.0,55373.3,34577.30232558138,9865.309989318299,31397.0,226245.7,32.3,22908.0,7801.575862068966,8083.305929726729,194848.80000000005,14.6,13600.0,3418.400000000001,3511.6763212550154,29,57,12,8,9,0,0,0,17,0,39,18,0,15,-21,female,monthly issuance,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
87216,48,1817,1,1995,41,39,0,0,0,0,700.0,43787.3,30847.149324324353,6532.578518549399,28216.8,232489.30000000002,25.0,15608.0,5670.470731707317,5603.596430875352,205694.00000000006,14.6,9900.0,1922.3738317757015,2005.8442123392927,41,107,19,15,16,0,16,0,22,0,60,47,0,15,-33,female,monthly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
158760,60,2646,1,1995,17,15,0,0,0,0,900.0,59898.4,24908.761445783133,8917.732699803246,19182.3,395880.6,17.0,23810.0,7197.82909090909,8198.242129842065,338816.19999999995,14.6,17200.0,3196.3792452830185,3601.4899459654193,55,106,21,17,17,0,17,0,12,22,60,51,0,7,-53,male,monthly issuance,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717
417060,60,6951,1,1995,33,32,1,0,0,0,200.0,127508.6,58445.027027027005,25642.69790101098,80864.33333333333,864194.2000000002,67.8,43656.0,10538.953658536588,14054.307886701285,702236.7999999999,14.6,52700.0,10639.951515151513,11886.411560038585,82,66,38,8,8,0,0,0,44,0,50,16,0,11,-49,female,monthly issuance,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888
63360,60,1056,1,1995,39,38,1,0,0,0,700.0,40733.8,29108.363865546224,6081.990141320067,25642.3,404266.0,51.7,12138.0,4125.163265306122,4155.628212372576,352995.1999999999,14.6,7300.0,2521.394285714285,2278.8190753662434,98,140,40,32,32,0,0,0,58,0,108,32,0,24,-36,male,monthly issuance,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123
29784,24,1241,1,1995,25,25,1,0,0,0,200.0,49220.3,27626.08333333334,12572.910878606788,37920.3,121240.4,59.4,17241.0,6735.577777777778,6288.509095304577,45400.0,3300.0,11300.0,7566.666666666667,3287.687468250121,18,6,6,0,0,0,0,0,12,0,6,0,0,30,6,female,monthly issuance,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261
139536,24,5814,1,1995,53,52,0,0,0,0,800.0,151546.9,63889.87393939401,30551.154867116446,36472.9,1210717.2,12.2,49193.0,18070.40597014925,16429.122788865086,1036105.1999999998,14.6,53200.0,11909.255172413792,13462.198975153025,67,87,19,17,17,0,0,0,48,0,81,17,0,6,-18,female,monthly issuance,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
265320,36,7370,1,1995,46,45,1,0,0,0,700.0,61993.3,35566.881081081134,9958.757203257135,35289.8,824477.8,33.6,26409.0,6441.2328125,9191.122115611324,753897.1999999996,14.6,17700.0,4487.483333333331,3641.0785874790467,128,168,80,32,34,0,0,0,48,0,134,34,0,4,-32,female,monthly issuance,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839
198240,24,8260,1,1995,39,38,0,0,0,0,300.0,51947.2,30953.143750000003,12608.905510043724,39994.2,78047.2,43.0,19455.0,7095.2,6965.877678042771,42703.0,2000.0,13000.0,8540.6,3776.892034464316,11,5,4,0,1,0,0,0,7,0,4,1,0,4,-20,male,monthly issuance,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471
60000,60,1000,1,1995,48,46,0,0,0,0,400.0,39393.9,24643.283941605838,5832.525053127724,16885.9,184336.5,41.5,11049.0,3840.34375,4039.2435849687176,167458.20000000007,14.6,7000.0,1881.5528089887648,1530.2943725104178,48,89,21,17,17,0,0,0,27,0,55,34,0,16,-44,male,monthly issuance,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122
465072,48,9689,1,1995,47,45,1,0,0,0,300.0,79557.6,27778.74563106798,13546.85637469652,37152.4,920844.6000000003,52.0,35163.0,12116.376315789477,12952.009796785129,846539.5999999995,14.6,42880.0,6511.843076923074,6601.3614613017335,76,130,34,26,26,0,0,0,42,0,130,0,0,3,-45,male,monthly issuance,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103
98592,24,4108,1,1995,31,31,0,0,0,0,900.0,78713.7,54128.56538461536,19274.582426065328,53271.9,162431.90000000002,68.7,36975.0,12494.76153846154,13521.624111516194,118560.0,100.0,24500.0,9120.0,7746.98253912699,13,13,6,2,2,0,0,0,1,6,11,2,0,12,-12,female,issuance after transaction,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316
285600,60,4760,1,1995,14,13,1,0,0,0,1100.0,126077.1,49651.8918367347,26201.892370807152,28194.4,538368.5999999999,31.1,42729.0,11216.012499999997,13065.70315684389,283960.0,30.0,33600.0,7887.777777777777,10247.109920772542,48,36,14,12,0,0,0,0,34,0,50,0,0,5,-55,female,weekly issuance,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040
44088,24,1837,1,1995,44,43,0,0,0,0,1000.0,55576.8,36548.818750000006,11719.287652558001,44375.899999999994,128071.3,61.8,24304.5,7533.605882352941,8452.608898786679,83702.80000000002,14.6,18000.0,5580.186666666667,5831.58284949197,17,15,7,3,3,0,0,0,10,0,12,3,0,24,0,female,monthly issuance,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487
20220,12,1685,1,1995,22,21,0,0,0,0,500.0,122906.7,41077.63529411765,25170.27094018425,31310.6,263406.0,90.7,49397.0,11452.434782608696,14392.42981418292,232102.60000000003,14.6,48100.0,8289.378571428573,10530.819743473954,23,28,9,6,5,0,0,0,14,0,23,5,0,18,6,female,monthly issuance,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487
107640,24,4485,1,1995,35,35,0,0,0,0,600.0,107783.7,50214.50434782608,22228.099984390657,65325.4,233781.10000000003,69.6,53613.0,19481.758333333335,19807.125961988964,168455.6,14.6,46900.0,15314.145454545454,13628.267325096669,12,11,5,1,1,0,0,0,1,6,9,2,0,14,-10,female,monthly issuance,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674
21396,12,1783,1,1995,26,25,1,0,0,0,1000.0,46848.9,30812.946153846133,7939.581736201129,24782.0,387048.19999999995,59.2,16048.0,5691.8852941176465,5721.124270020625,227092.0000000001,14.6,12300.0,2988.0526315789484,3012.433478168076,68,76,28,20,0,0,0,0,10,30,88,0,0,13,1,male,monthly issuance,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879
33984,48,708,1,1995,23,22,0,0,0,0,600.0,55077.5,38587.76000000001,9825.54893308257,44465.4,183167.9,18.2,20196.0,5087.997222222222,6911.1115058162395,138702.2,14.6,14700.0,4079.4764705882358,5134.339784584189,36,34,22,7,0,0,0,0,14,0,34,0,0,62,14,male,monthly issuance,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
45336,24,1889,1,1995,38,37,0,0,0,0,800.0,71486.0,48152.953333333375,11509.622060077481,40389.5,361660.3,16.3,30436.0,10959.40303030303,11252.813879539934,321820.6,14.6,19900.0,5645.975438596491,5282.277455272911,33,57,15,11,12,0,0,0,18,0,45,12,0,21,-3,male,monthly issuance,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099
85860,60,1431,1,1995,39,38,0,0,0,0,1000.0,44713.5,30461.404166666678,7784.005427409527,39322.8,181800.0,5.0,16713.0,3868.0851063829787,5457.511049607385,142433.00000000006,14.6,10300.0,2906.7959183673483,2507.39538638341,47,49,28,10,9,0,0,0,19,0,40,9,0,27,-33,female,monthly issuance,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674
188688,48,3931,1,1995,30,29,0,0,0,0,400.0,71255.7,42203.17272727273,19589.29085491221,23579.7,131401.4,70.0,35378.0,10950.116666666667,13032.731873877743,71317.6,14.6,24500.0,10188.228571428572,9384.112806792778,12,7,5,1,1,0,0,0,2,5,9,1,0,5,-43,female,monthly issuance,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
309552,48,6449,1,1995,60,60,0,0,0,0,700.0,121713.2,56105.49999999996,21663.117781546192,51799.4,330907.30000000005,55.7,58041.0,20681.706250000003,20926.014206050706,279107.80000000005,14.6,50600.0,14689.884210526317,12136.504524140695,16,19,7,3,4,0,0,0,1,8,15,4,0,8,-40,male,monthly issuance,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
36168,12,3014,1,1995,34,33,0,0,0,0,300.0,63738.0,39063.76666666667,13842.910241969432,29138.1,139338.2,64.2,27122.0,9289.213333333335,9691.391511636615,107119.20000000001,14.6,18500.0,5355.960000000001,4664.063485245458,15,20,6,2,2,0,3,0,2,7,13,8,0,9,-3,male,monthly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
314520,60,5242,1,1995,39,38,0,0,0,0,500.0,128119.4,63527.42000000002,28587.78835574163,50502.0,1011187.1000000001,88.2,49457.0,18056.912500000002,16746.18633966789,930754.0,30.0,56700.0,12927.138888888889,14298.634782641891,56,72,16,13,12,0,0,0,40,0,62,12,0,9,-51,female,weekly issuance,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325
21852,36,607,1,1995,40,40,0,0,0,0,700.0,60863.2,38509.05,14579.183029932707,42899.4,104539.9,27.8,27736.5,8711.658333333333,10120.536183050312,61640.6,14.6,18100.0,10273.433333333332,7473.066019973923,12,6,5,1,0,0,1,0,7,0,5,1,0,70,34,male,monthly issuance,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190
266220,60,4437,1,1995,30,29,0,0,0,0,900.0,66744.4,34922.881249999984,11795.277226152899,38159.6,420932.3000000001,83.4,33190.0,7942.118867924531,11356.73233305028,382772.19999999995,14.6,23840.0,4206.2879120879115,4864.90625704688,53,91,32,12,13,0,13,0,21,0,52,39,0,8,-52,female,monthly issuance,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542
231696,36,6436,1,1995,22,21,1,0,0,0,800.0,108575.3,45873.61666666662,20843.16287266185,43524.7,1385979.7999999998,102.1,60566.0,20382.05588235294,21723.688481879857,1076336.0,30.0,36000.0,6483.951807228916,7583.376737619293,68,166,30,22,22,0,24,0,6,32,114,70,0,6,-30,male,weekly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
260028,36,7223,1,1995,18,17,0,0,0,0,200.0,124900.7,50676.81987577646,20928.328888618027,69850.9,1042331.3,150.1,65008.0,22177.26170212766,23245.108868232473,854813.1999999996,14.6,51700.0,8141.078095238092,7947.133865308879,47,105,21,17,18,0,0,0,4,22,79,35,0,9,-27,male,monthly issuance,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529
419880,60,6998,1,1995,50,49,1,0,0,0,200.0,104039.9,59352.83333333332,27093.903654758455,24704.4,464380.99999999994,39.0,62982.0,21108.22727272727,23583.26813816374,414972.0,8500.0,64800.0,29640.85714285714,18394.417285288113,22,14,8,0,2,0,0,0,4,10,12,2,0,3,-57,female,weekly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
37908,12,3159,1,1995,19,18,0,0,0,0,800.0,69530.4,42164.027631578945,12853.534015107516,46113.5,307505.69999999995,14.1,28431.0,9919.538709677418,10221.911623461456,232846.00000000006,14.6,18300.0,5415.023255813955,5184.20146253117,31,43,14,10,0,0,0,0,2,15,45,0,0,14,2,female,monthly issuance,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
73836,36,2051,1,1995,28,27,0,0,0,0,900.0,129607.8,55315.16842105263,32085.916775433667,67453.1,192453.1,19.1,44281.0,13746.65,16630.35210243822,125000.0,20100.0,37000.0,25000.0,6683.11304707619,14,5,5,0,0,0,0,0,9,0,5,0,0,32,-4,female,monthly issuance,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743
41952,12,3496,1,1995,22,21,0,0,0,0,500.0,71527.0,41502.025714285715,13200.038849647222,24680.1,321582.8,71.6,31462.0,10373.63870967742,11262.17709388311,260726.00000000006,14.6,25400.0,3724.6571428571438,4935.044410527381,31,70,14,10,10,0,10,0,3,14,44,30,0,7,-5,male,monthly issuance,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891
99336,24,4139,1,1995,15,14,0,0,0,0,300.0,46568.0,27019.571153846144,7816.461858409826,30831.4,128469.79999999999,58.5,16866.0,5352.908333333333,5714.383982979316,97645.60000000002,14.6,11900.0,3487.342857142858,2835.7309921062392,24,28,10,6,6,0,0,0,14,0,22,6,0,7,-17,female,monthly issuance,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887
60156,36,1671,-1,1995,19,18,0,0,0,0,400.0,159712.8,72667.63571428569,33900.19209311583,116213.79999999999,480580.3,15.9,49767.0,18483.85769230769,17265.415936671987,390578.39999999997,14.6,53600.0,13468.22068965517,15602.180343683163,26,29,7,4,4,0,0,0,19,0,22,8,0,69,33,male,monthly issuance,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913
182040,60,3034,1,1995,44,43,1,0,0,0,600.0,110447.5,67475.90169491521,21741.05758568875,38747.5,1073595.6,67.2,61557.0,22366.575,22743.540643998425,947204.3999999998,14.6,53500.0,14351.581818181816,15915.75431579922,48,66,22,14,0,0,0,0,2,24,70,0,0,12,-48,female,monthly issuance,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099
244368,48,5091,1,1995,25,24,0,0,0,0,200.0,143453.3,75924.2409722223,25472.916710052654,86194.1,1328954.3,200.0,49769.0,20764.9109375,16371.081103314058,1208500.0,100.0,57200.0,15901.315789473685,16511.483192495652,64,76,15,15,0,0,0,0,49,0,80,0,0,16,-32,male,issuance after transaction,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718
113796,36,3161,1,1995,24,23,1,0,0,0,500.0,58022.1,36840.5736111111,11331.316437471383,34054.0,498688.20000000007,104.9,28446.0,9973.764000000001,10447.528854954362,341592.0,100.0,18900.0,3972.0,4010.3244663719415,50,86,22,14,16,0,0,0,4,24,62,32,0,10,-26,male,issuance after transaction,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696
73056,48,1522,1,1995,24,24,1,0,0,0,500.0,33555.4,23255.14901960784,6486.055970004301,21545.7,146257.4,15.7,8538.0,3179.5086956521736,2976.26414236737,103166.00000000001,14.6,7100.0,1842.2500000000002,1660.3499421378444,46,56,18,10,10,0,0,0,28,0,36,20,0,14,-34,male,monthly issuance,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743
137904,24,5746,-1,1995,27,27,0,0,0,0,600.0,43259.7,26886.19166666667,11471.989028023745,35159.7,55759.8,29.4,11878.0,6195.533333333334,5517.959713315944,20600.0,3500.0,9000.0,6866.666666666667,2408.7802353519555,9,3,3,0,0,0,0,0,6,0,3,0,0,6,-18,male,monthly issuance,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529
31176,24,1299,1,1995,27,27,0,0,0,0,700.0,65769.6,46304.15217391303,15003.746036149701,50647.1,129137.7,71.1,29418.0,10761.475,10799.524369011582,78490.6,14.6,16900.0,7135.509090909091,5990.289424705249,12,11,5,1,1,0,0,0,7,0,9,2,0,38,14,male,monthly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
217152,36,6032,1,1995,21,20,0,0,1,0,400.0,109774.3,49107.06666666669,18232.444424930716,42286.600000000006,382142.99999999994,4.4,54286.0,18197.28571428571,19249.741785782993,314903.6,14.6,34200.0,9542.533333333333,8720.75155778017,21,33,10,6,6,0,0,0,1,10,30,6,0,7,-29,male,monthly issuance,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
194880,48,4060,1,1995,16,14,0,0,0,0,300.0,71138.8,36421.42566371683,13137.366171612959,31014.3,478122.4,108.1,36536.0,12922.227027027027,13482.466120667435,377494.3999999999,14.6,21600.0,5316.822535211266,4682.652133747428,37,71,18,14,14,0,0,0,1,18,62,14,0,7,-41,male,monthly issuance,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
27984,12,2332,1,1995,46,45,0,0,0,0,500.0,82352.4,30639.863157894713,16130.15550948662,18380.5,286194.39999999997,56.9,47513.0,9539.813333333332,14143.52483081294,230240.0,30.0,25700.0,5354.418604651163,5432.070251765802,30,43,16,9,10,0,0,0,14,0,36,10,0,7,-5,male,weekly issuance,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
92976,24,3874,1,1995,25,23,1,0,0,0,300.0,122342.1,50436.466055045785,26368.520933169086,21531.8,1333833.7999999998,66.1,48996.0,13338.337999999998,14600.180611634776,992152.0,30.0,45500.0,10334.916666666666,10426.539390407645,100,96,32,22,22,0,0,0,68,0,96,22,0,5,-19,female,weekly issuance,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
