amount_loan,status,type_card,date_card,no. of inhabitants,no. of municipalities with inhabitants < 499,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999,no. of municipalities with inhabitants >10000,no. of cities,ratio of urban inhabitants,average salary,unemploymant rate '95,no. of enterpreneurs per 1000 inhabitants,frequency,date_account,sex,age,n_credits,n_withdrawals,total_transfer_amount,min_amount,max_amount,cov_transfers,mean_transfers,std_transfers,min_balance,max_balance,mean_balance,n_members,loan_year
123216,1,0,0.0,85852,41,23,4,2,4,59.8,8965,7.08,104,monthly issuance,1994/08/12,male,43,48,80,1553456.9,14.6,59200.0,108956335.45108083,12136.382031250001,15572.93617726506,700.0,138433.7,70622.83359375004,2,1996
380160,1,0,0.0,323870,0,0,0,1,1,100.0,10673,4.75,100,monthly issuance,1994/07/30,male,72,47,62,1731791.3,14.6,62500.0,225654710.9328024,15887.993577981657,16718.172285078585,1100.0,147375.1,64777.07522935782,1,1996
213300,1,0,0.0,162580,83,26,5,1,6,72.8,9538,1.51,111,monthly issuance,1995/04/13,male,57,27,32,220081.90000000002,14.6,13600.0,4254250.541873172,3730.2016949152553,3417.3797524687375,400.0,42443.7,27951.913559322016,1,1996
247728,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,weekly issuance,1995/08/08,male,42,23,27,605603.8,30.0,57900.0,74759711.69471022,12112.076,16019.555910461184,200.0,108390.1,60054.73400000001,1,1996
202788,1,0,0.0,51313,34,12,3,1,4,59.2,8930,3.52,108,weekly issuance,1995/02/20,female,68,26,53,1275155.7000000002,30.0,72298.0,340527593.38626254,16141.211392405066,18880.84826895713,1100.0,139880.9,57124.26835443034,1,1996
154656,1,0,0.0,161227,5,35,11,4,10,69.7,8678,5.93,102,monthly issuance,1994/12/23,male,65,32,57,592196.7,14.6,28994.0,41143468.81660496,6653.895505617976,7561.852818948152,1000.0,61782.0,31791.328089887662,1,1996
100224,-1,0,0.0,285387,0,2,8,5,7,89.9,10177,6.63,81,monthly issuance,1995/11/22,female,64,15,3,88787.1,26.5,18792.0,20486797.636470582,4932.616666666667,6475.813647288792,700.0,46487.1,28124.93333333333,1,1996
44628,1,0,0.0,53921,61,22,1,1,2,41.3,8598,2.77,123,weekly issuance,1994/07/14,male,78,43,103,2078759.8,30.0,71565.0,228240753.44965145,14238.080821917805,17918.625817716984,900.0,112689.5,49477.32123287669,1,1996
215616,-1,0,0.0,42821,4,13,5,1,3,48.4,8173,3.1193421052631565,124,monthly issuance,1995/06/13,male,64,30,31,321693.89999999997,6.8,23130.0,33763834.23590437,5273.670491803279,6437.553424020244,-3424.6,50124.8,21447.624590163923,1,1996
200976,1,0,0.0,114200,101,41,4,1,4,43.7,8403,5.74,105,monthly issuance,1995/09/09,male,66,17,18,386151.1,14.6,37686.0,47450112.88783195,11032.88857142857,10897.915872657148,600.0,83553.5,47938.06571428571,1,1996
277884,-1,0,0.0,105606,77,26,7,2,7,53.0,8254,2.79,97,monthly issuance,1994/05/26,female,41,46,71,1254276.0000000002,14.6,53200.0,158170387.78584218,10720.307692307697,12841.877311427279,1000.0,129394.2,46487.00256410256,1,1996
249312,1,0,0.0,170449,0,0,0,1,1,100.0,10787,2.64,131,weekly issuance,1995/02/13,male,66,30,30,599754.7,30.0,47112.0,146162887.7032458,9995.911666666665,12147.352651058733,900.0,88597.4,35914.85499999999,1,1996
320976,-1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1995/08/18,male,85,23,27,754697.8999999999,14.6,70071.0,341146764.8425061,15093.958,18939.85516898367,1000.0,130775.0,49482.96800000001,1,1996
30276,-1,0,0.0,103347,87,16,7,1,7,67.0,9104,1.51,123,monthly issuance,1995/04/07,female,82,58,34,462580.19999999995,14.6,22708.0,2476957.8740014345,5028.0456521739125,6757.6533981347075,1000.0,58621.4,31318.87282608695,1,1996
49440,1,0,0.0,285387,0,2,8,5,7,89.9,10177,6.63,81,monthly issuance,1995/01/21,female,55,31,79,610243.7,4.0,30378.0,30668881.042532112,5547.669999999998,7938.255144107231,300.0,74419.8,47798.86545454537,1,1996
30276,-1,0,0.0,103347,87,16,7,1,7,67.0,9104,1.51,123,monthly issuance,1995/04/07,female,82,46,34,468504.00000000006,14.6,22708.0,14454125.22797468,5856.299999999998,7074.892541868557,715.0,58157.5,25197.09249999999,1,1996
165960,1,0,0.0,93931,74,21,10,1,8,56.9,8427,1.12,107,monthly issuance,1994/10/19,female,77,37,88,1602794.2000000002,14.6,62235.0,194295893.53249872,12822.353600000004,16442.527059096483,700.0,107069.6,52523.24480000004,1,1996
123600,1,0,0.0,285387,0,2,8,5,7,89.9,10177,6.63,81,monthly issuance,1995/07/14,female,60,20,29,446944.0,14.6,47109.0,183684949.64555696,9121.306122448976,12795.303271959603,300.0,105255.7,39514.6775510204,2,1996
220620,1,0,0.0,70646,94,14,3,1,4,58.4,8547,2.65,120,monthly issuance,1994/12/02,female,78,54,74,810370.8,14.6,33096.0,33041046.40663386,6331.021874999999,8321.429549487084,1100.0,70272.7,36907.456249999996,1,1996
66480,-1,0,0.0,182027,17,49,12,2,7,56.4,8746,3.33,90,weekly issuance,1995/12/27,male,86,7,3,136091.2,20.0,49631.0,250511143.1582222,13609.12,16439.267377552645,900.0,77551.0,34798.28,1,1996
320592,1,0,0.0,145688,22,41,13,2,5,40.7,8544,1.29,109,monthly issuance,1995/02/08,male,56,30,58,1221036.7,14.6,60108.0,142369306.8453997,13875.417045454547,16061.984956112856,500.0,117827.8,60781.306818181794,2,1996
161496,1,0,0.0,226122,32,50,7,4,4,62.6,8994,3.8,110,weekly issuance,1994/08/30,male,50,52,78,889775.5,8.0,64900.0,113213321.8376744,6844.426923076923,10752.103789014252,500.0,113865.5,33219.90000000003,1,1996
284280,1,0,0.0,114006,71,26,6,2,9,62.3,9065,4.46,123,monthly issuance,1994/11/15,male,62,36,58,1390307.0000000002,14.6,56800.0,147289433.71698925,14790.5,16760.503592384168,300.0,109361.9,64182.6414893617,2,1996
173016,1,0,0.0,177686,69,27,10,1,9,74.8,10045,1.42,135,weekly issuance,1995/07/17,female,76,47,47,1270863.9,30.0,62700.0,172522936.5607767,13519.828723404255,15523.362090411547,300.0,123928.2,61799.24361702124,1,1996
368880,1,0,0.0,125832,151,41,2,3,5,48.3,8512,3.51,102,monthly issuance,1994/10/22,female,43,58,124,2106483.0999999996,9.7,64500.0,145489395.19543955,11574.08296703297,14792.476227341,1100.0,151062.3,60030.74340659332,2,1996
176148,1,0,0.0,85852,41,23,4,2,4,59.8,8965,7.08,104,monthly issuance,1996/01/23,female,58,9,4,228792.7,34.9,34881.0,211513516.2175,17599.438461538462,16180.601025947626,1100.0,83783.4,47154.5,1,1996
186384,1,0,0.0,128118,9,16,6,3,8,85.3,9317,6.49,97,weekly issuance,1994/09/02,male,62,82,108,2271010.0,30.0,60600.0,159172658.31727374,11952.684210526313,14945.74025539939,700.0,129557.3,61578.30157894749,1,1996
360000,1,0,0.0,197099,29,41,10,2,10,74.7,9624,1.6,145,issuance after transaction,1994/11/13,female,48,57,79,2026046.7000000002,0.3,73228.0,333832606.25854415,14897.402205882352,19720.186805592795,600.0,126072.0,51149.65514705883,1,1996
30060,1,classic,960101.0,72541,66,26,10,0,8,36.9,8594,1.62,112,monthly issuance,1994/09/03,male,70,45,141,903770.0,14.6,29412.0,29624464.430865455,4858.978494623655,7343.0671097830955,500.0,69382.9,37213.407526881754,1,1996
46320,1,0,0.0,133777,24,17,7,3,11,84.7,8705,5.75,116,monthly issuance,1995/01/02,male,42,48,130,1435440.1,14.6,61600.0,121545324.86464103,8064.270224719102,13242.48398673096,900.0,119892.5,43657.81348314611,1,1996
141948,1,0,0.0,228848,15,40,18,2,6,57.2,9893,4.09,96,monthly issuance,1996/03/14,female,71,7,3,89639.8,49.6,28840.0,109437871.8528889,8963.98,10820.65532763869,800.0,63263.1,32592.68,1,1996
19044,1,0,0.0,122603,25,21,6,2,8,80.0,8991,1.39,128,monthly issuance,1995/05/28,female,47,29,40,455430.4,14.2,24126.0,24893963.871555835,6600.440579710144,7968.704626524923,600.0,64981.1,43121.75507246376,1,1996
85716,1,0,0.0,74062,99,15,4,2,7,61.4,8114,2.38,119,monthly issuance,1996/02/12,female,78,15,4,136917.0,52.5,21430.0,46122698.40535087,7206.1578947368425,7472.799439695035,800.0,52782.7,31337.25789473685,2,1996
155880,1,0,0.0,114006,71,26,6,2,9,62.3,9065,4.46,123,monthly issuance,1994/10/13,male,53,51,91,1737680.0,14.6,60700.0,121111712.26966837,12237.18309859155,13730.391440618872,1000.0,164648.6,63263.14718309857,2,1996
32640,1,0,0.0,161854,73,21,6,1,6,76.3,9425,1.72,125,monthly issuance,1995/03/24,male,79,39,68,296685.3,14.6,20700.0,1670538.0024545926,2772.7598130841125,3429.334909275201,300.0,43206.0,25906.4093457944,1,1996
20196,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1995/02/11,male,50,34,62,816127.0,14.6,35469.0,32507236.10791886,8501.322916666664,10375.375806930957,200.0,77158.8,52636.598958333314,1,1996
444864,1,0,0.0,197099,29,41,10,2,10,74.7,9624,1.6,145,monthly issuance,1995/08/15,female,56,27,37,411723.3,14.6,25862.0,33847511.32778026,6433.1765625,6889.951176152078,800.0,62903.5,32404.773437499996,2,1996
11400,1,0,0.0,387570,0,0,0,1,1,100.0,9897,1.6,140,monthly issuance,1995/08/03,female,41,29,48,187436.8,14.6,10734.0,2950577.0618899516,2434.2441558441565,2745.3924686594396,300.0,39514.1,27533.66363636363,1,1996
96768,1,0,0.0,85852,41,23,4,2,4,59.8,8965,7.08,104,monthly issuance,1995/07/27,male,60,28,38,874118.9,13.4,64100.0,161041458.43812123,13244.225757575754,15605.86869071337,900.0,117830.9,51611.34242424239,2,1996
133968,1,0,0.0,139012,59,41,8,3,10,61.9,8363,2.52,108,monthly issuance,1995/11/09,female,85,23,56,785250.0,14.6,60800.0,132054147.79002434,9939.873417721517,13990.238926963153,200.0,117458.5,46772.31518987341,2,1996
187104,1,0,0.0,226122,32,50,7,4,4,62.6,8994,3.8,110,monthly issuance,1996/03/09,female,44,16,9,490536.2,2.5,49500.0,308156553.0205667,19621.447999999997,17246.115081570304,300.0,137193.5,66292.37199999999,1,1996
162468,1,0,0.0,105058,32,19,7,2,10,81.0,9272,2.8,118,monthly issuance,1996/03/05,male,67,10,5,226238.8,70.9,40614.0,93577062.24290477,15082.586666666666,14926.394431957806,700.0,83862.8,51279.553333333344,2,1996
89340,1,0,0.0,110643,49,41,4,1,4,51.9,8441,3.45,115,monthly issuance,1995/11/09,male,50,20,24,205148.6,14.6,17313.0,7852775.830909096,4662.4681818181825,4918.61801694729,500.0,54020.1,39644.76363636365,2,1996
89340,1,0,0.0,110643,49,41,4,1,4,51.9,8441,3.45,115,monthly issuance,1995/11/09,male,50,20,24,204453.5,14.6,17313.0,8125971.071078226,4646.670454545455,4927.551265509374,500.0,54628.1,40005.48181818184,2,1996
258444,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,weekly issuance,1996/01/11,male,55,12,4,138892.09999999998,141.4,31830.0,22997619.99575,8680.756249999999,8830.226336243692,600.0,61790.4,40688.1375,1,1996
155640,1,0,0.0,95616,65,30,4,1,6,51.4,9307,3.85,118,monthly issuance,1995/06/19,female,78,27,78,608357.4,14.6,34486.0,34551933.36436538,5793.879999999999,8412.574174143227,500.0,72838.9,45183.34952380955,1,1996
270384,1,0,0.0,75232,55,26,4,1,5,41.7,8980,1.95,111,monthly issuance,1995/05/27,male,59,32,55,1079105.1,14.6,50696.0,159450179.80585,12403.506896551722,13502.9710616951,700.0,91294.4,47654.24482758614,1,1996
54024,1,classic,950613.0,117897,139,28,5,1,6,53.8,8814,4.76,107,monthly issuance,1994/10/01,male,53,45,102,1280182.2,14.6,40521.0,94370945.50766702,8708.722448979594,10938.351221500594,1000.0,81705.8,36480.18503401359,1,1996
44376,1,0,0.0,58796,22,16,7,1,5,51.9,9045,3.13,124,monthly issuance,1996/02/27,male,59,18,21,597963.1,14.6,54100.0,193087675.8075708,15332.38717948718,15195.70285752867,800.0,124090.0,53505.215384615374,1,1996
85632,1,0,0.0,197099,29,41,10,2,10,74.7,9624,1.6,145,monthly issuance,1995/04/05,female,72,38,47,1294744.9,14.6,60800.0,288895683.327633,15232.292941176469,17960.89553052745,800.0,156504.1,65066.73529411768,1,1996
148920,1,0,0.0,108871,41,29,7,2,6,62.1,8444,3.24,106,weekly issuance,1996/02/01,male,44,16,15,242794.6,30.0,22780.0,27209622.01732259,7832.083870967742,7198.968039290853,400.0,63289.9,32435.319354838695,1,1996
91152,1,classic,960808.0,105058,32,19,7,2,10,81.0,9272,2.8,118,monthly issuance,1995/05/15,male,79,31,46,727876.7,14.6,34184.0,55161831.90907723,9452.944155844154,10326.357272475812,400.0,72327.7,44829.54415584412,1,1996
141648,1,0,0.0,139012,59,41,8,3,10,61.9,8363,2.52,108,monthly issuance,1996/02/04,female,76,13,5,253910.2,55.6,42127.0,393745840.5006536,14106.122222222222,15669.406002239095,200.0,123310.1,45100.42222222222,2,1996
388512,-1,0,0.0,42821,4,13,5,1,3,48.4,8173,3.1193421052631565,124,issuance after transaction,1994/11/17,female,52,54,66,878330.8,2.4,44700.0,65851492.68969748,7319.423333333334,9421.672615111487,-2838.8,84743.5,21371.32,1,1996
402000,1,0,0.0,149893,63,29,6,2,6,67.4,9753,4.64,109,monthly issuance,1995/10/15,male,41,29,25,163614.0,14.6,9500.0,1951269.3802096436,3029.8888888888896,2791.9229559480477,200.0,35650.8,21568.935185185193,1,1996
253512,-1,0,0.0,108871,41,29,7,2,6,62.1,8444,3.24,106,weekly issuance,1996/01/28,female,76,14,15,329998.5,13.4,40419.0,214165283.7419212,11379.258620689658,12285.678035841955,300.0,111044.2,37095.84482758619,1,1996
71460,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1996/01/13,male,44,16,15,314120.49999999994,14.6,33669.0,7950672.369387102,10132.919354838708,10402.762744976912,700.0,76403.1,49220.9806451613,2,1996
29448,-1,0,0.0,226122,32,50,7,4,4,62.6,8994,3.8,110,monthly issuance,1996/05/15,male,74,9,2,90990.6,63.8,22090.0,37975176.18609091,8271.872727272728,8209.303107827229,800.0,43790.6,28977.436363636363,1,1996
48744,1,0,0.0,148545,8,35,12,3,4,53.5,8909,4.01,113,monthly issuance,1996/05/03,female,57,11,3,159491.3,53.7,28603.5,55760413.36587911,11392.235714285713,9894.075697538723,900.0,62891.3,42930.20714285715,1,1996
181020,1,0,0.0,78955,50,24,8,1,9,59.0,9060,1.78,124,monthly issuance,1995/03/15,male,53,37,56,676459.6,14.6,27150.0,50393550.62711432,7273.759139784944,7891.191042455486,500.0,60475.3,34005.90645161289,2,1996
68832,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1995/10/23,male,62,24,29,414935.99999999994,14.6,28353.0,44866179.58970611,7828.981132075471,8816.190668376881,700.0,61939.6,37557.05471698113,1,1996
74124,1,0,0.0,107870,84,29,6,1,6,58.0,8754,3.83,137,weekly issuance,1995/04/09,female,82,39,83,1100882.2999999998,30.0,49816.0,227766429.30654994,9023.625409836066,13173.527464945737,400.0,159765.9,54371.29918032791,1,1996
174048,1,0,0.0,162580,83,26,5,1,6,72.8,9538,1.51,111,monthly issuance,1995/10/10,female,69,38,31,931715.7,14.6,49461.0,109025199.19461639,13503.12608695652,15365.636958310695,600.0,127067.6,72968.3811594203,1,1996
84120,1,0,0.0,42821,4,13,5,1,3,48.4,8173,3.1193421052631565,124,weekly issuance,1996/06/09,female,71,12,7,280612.9,30.0,47952.0,14133532.528888907,14769.1,14989.980823610893,900.0,89570.9,56910.689473684215,1,1996
194940,1,0,0.0,112065,95,19,7,1,8,69.4,11277,1.25,127,monthly issuance,1995/06/15,male,57,38,53,1152816.9000000001,1.3,58700.0,254032746.82710376,12668.317582417583,14653.067368367269,600.0,138172.6,56669.787912087864,1,1996
15192,1,0,0.0,122603,25,21,6,2,8,80.0,8991,1.39,128,monthly issuance,1994/11/10,female,49,47,122,692848.3999999999,14.6,21513.0,18298322.781159483,4099.694674556212,5307.353794312866,500.0,48157.1,29941.905325443797,1,1996
96168,1,0,0.0,197099,29,41,10,2,10,74.7,9624,1.6,145,weekly issuance,1995/01/19,female,49,84,65,1227843.7000000002,24.8,53500.0,97754692.80293898,8240.56174496644,12084.179197330235,600.0,138010.1,50492.688590603946,1,1996
139464,-1,0,0.0,182027,17,49,12,2,7,56.4,8746,3.33,90,monthly issuance,1995/08/27,male,63,19,12,252063.19999999995,20.2,36854.0,103392065.56345162,8131.070967741934,11582.127317961169,300.0,65062.8,31532.748387096784,1,1996
54396,1,0,0.0,110643,49,41,4,1,4,51.9,8441,3.45,115,monthly issuance,1996/03/21,male,82,14,9,88638.00000000001,14.6,11244.0,2134772.9274901184,3853.8260869565224,3544.9116534981117,800.0,42308.8,30293.708695652185,1,1996
392460,1,0,0.0,107870,84,29,6,1,6,58.0,8754,3.83,137,monthly issuance,1994/11/24,male,42,46,97,1842200.7999999998,14.6,58870.0,194066506.52145183,12882.523076923082,15051.099853811123,900.0,115913.4,57131.74055944061,2,1996
101520,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1996/02/01,female,45,18,20,204061.59999999998,14.6,18513.0,15919870.96628734,5370.042105263158,5266.370364339698,400.0,43218.7,26449.092105263157,1,1996
77184,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1995/03/11,female,67,36,41,1121216.8,14.6,63600.0,252148814.79738727,14561.257142857143,18669.59473905034,200.0,142917.9,50722.27012987011,1,1996
70656,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1996/01/05,male,69,29,24,274982.0,14.6,26080.0,10634765.653711896,5188.33962264151,6795.179222868213,600.0,55343.2,32646.850943396235,1,1996
64656,1,0,0.0,67298,71,19,10,0,7,43.8,8561,0.65,110,monthly issuance,1996/06/08,female,80,9,3,76548.9,62.9,13609.0,26741513.110000003,6379.075,5800.345657901464,200.0,44749.0,25896.466666666664,2,1996
396120,1,0,0.0,51428,50,11,3,1,4,52.7,8402,3.13,120,weekly issuance,1995/04/15,female,71,36,59,1464720.3,30.0,59415.0,221812682.8942306,15418.108421052631,17115.753879665655,500.0,104859.1,58855.27789473691,1,1996
93600,1,0,0.0,81344,61,23,4,2,6,55.3,8899,3.39,149,monthly issuance,1995/12/17,male,49,21,34,432102.7,14.6,45287.0,102462171.99120201,7856.4127272727255,12488.542335692768,900.0,96108.3,40078.70727272725,1,1996
22968,1,0,0.0,93931,74,21,10,1,8,56.9,8427,1.12,107,monthly issuance,1996/06/25,female,71,10,1,46031.0,16.3,8200.0,7400320.583545458,4184.636363636364,3934.1177629228964,1000.0,38831.0,23324.936363636363,1,1996
262980,1,0,0.0,53921,61,22,1,1,2,41.3,8598,2.77,123,monthly issuance,1995/10/21,female,55,24,32,409373.39999999997,14.6,44022.0,83166282.9997208,7310.239285714285,10995.412915371551,900.0,78574.3,41729.616071428565,1,1996
372120,1,0,0.0,197099,29,41,10,2,10,74.7,9624,1.6,145,monthly issuance,1995/01/05,female,84,71,101,2611320.6,14.6,63300.0,143189859.0729097,15182.096511627913,14838.135408596567,500.0,128495.4,64044.04593023261,2,1996
86184,1,0,0.0,285387,0,2,8,5,7,89.9,10177,6.63,81,monthly issuance,1996/03/06,female,81,16,26,693991.3,14.6,64642.0,212700540.4900697,16523.60238095238,18334.08771901484,300.0,128146.0,59935.271428571425,1,1996
86184,1,0,0.0,285387,0,2,8,5,7,89.9,10177,6.63,81,monthly issuance,1996/03/06,female,81,16,26,697494.6000000001,14.6,64642.0,205383161.83445993,16607.014285714282,18288.111233411848,300.0,128146.0,60273.67857142853,1,1996
192744,1,0,0.0,145688,22,41,13,2,5,40.7,8544,1.29,109,monthly issuance,1996/06/16,female,50,13,13,401311.5,14.6,49871.0,151202795.21141544,15435.05769230769,14721.121315611068,200.0,128778.8,62590.42307692309,2,1996
68544,1,0,0.0,114006,71,26,6,2,9,62.3,9065,4.46,123,weekly issuance,1996/02/19,female,37,17,37,483201.89999999997,30.0,44342.0,91664344.88421382,8948.183333333334,12206.13825587008,900.0,94207.7,44948.62592592594,2,1996
88440,1,0,0.0,128118,9,16,6,3,8,85.3,9317,6.49,97,issuance after transaction,1996/05/11,male,83,16,15,460373.8,100.0,47976.0,74571433.3216774,14850.767741935484,14855.181613124923,200.0,103239.0,62778.09032258065,2,1996
110112,1,0,0.0,107911,88,33,6,2,7,50.9,8240,2.53,99,monthly issuance,1995/12/15,male,58,37,45,1413246.7,14.6,52500.0,145047202.67604938,17234.715853658538,14889.76940313004,700.0,135658.1,76232.70000000003,1,1996
110136,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1995/05/08,female,63,29,34,734613.7999999999,14.6,60700.0,159255662.2038556,11660.536507936504,14707.099284176113,400.0,140542.8,50815.80476190475,1,1996
276300,1,0,0.0,197099,29,41,10,2,10,74.7,9624,1.6,145,monthly issuance,1995/07/14,male,45,45,47,285639.39999999997,14.6,8888.0,800955.8510845676,3104.776086956522,2425.3134220191587,500.0,40755.0,25997.563043478272,1,1996
359760,1,0,0.0,161854,73,21,6,1,6,76.3,9425,1.72,125,monthly issuance,1995/07/29,male,42,25,23,387952.30000000005,14.6,51700.0,185057887.56918886,8082.339583333332,11713.6772558378,900.0,127807.6,32434.693750000006,1,1996
321180,1,0,0.0,177686,69,27,10,1,9,74.8,10045,1.42,135,monthly issuance,1996/03/27,female,77,17,21,516231.1,14.6,48180.0,203217473.97406825,13585.028947368419,13787.854601216048,700.0,90257.3,40524.463157894745,2,1996
46176,1,0,0.0,145688,22,41,13,2,5,40.7,8544,1.29,109,monthly issuance,1996/06/07,male,55,11,6,145751.09999999998,64.5,18109.0,51377200.54378676,8573.594117647057,7770.544451442141,1000.0,54705.1,33613.10588235293,1,1996
421008,1,0,0.0,177686,69,27,10,1,9,74.8,10045,1.42,135,monthly issuance,1996/01/19,male,68,22,28,426098.1,14.6,31540.0,63395212.90268979,8521.962,8470.089548544529,600.0,72330.4,37436.421999999984,1,1996
72120,1,0,0.0,139012,59,41,8,3,10,61.9,8363,2.52,108,monthly issuance,1995/03/14,male,62,40,62,1466441.9000000004,14.6,54092.0,30233560.128661416,14376.881372549024,15888.066131563546,1000.0,109338.9,75686.06568627457,2,1996
228276,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1996/06/09,female,54,13,7,143737.2,14.6,22288.0,16983831.82778947,7186.860000000001,6934.937153921592,500.0,60236.6,41402.134999999995,2,1996
182640,1,0,0.0,145688,22,41,13,2,5,40.7,8544,1.29,109,monthly issuance,1996/03/28,female,79,17,23,369104.0,11.5,34246.0,76728091.10282052,9227.599999999999,9813.317534102736,600.0,64411.8,37802.23000000001,1,1996
61560,1,0,0.0,51313,34,12,3,1,4,59.2,8930,3.52,108,weekly issuance,1996/01/07,male,78,22,49,691497.2,30.0,46166.0,100470142.6507505,9739.39718309859,11617.221354178977,200.0,73559.9,32967.71267605635,1,1996
179328,1,0,0.0,387570,0,0,0,1,1,100.0,9897,1.6,140,monthly issuance,1996/01/22,male,48,21,31,464660.8,14.6,34960.0,61771080.54523378,8935.784615384613,9792.938412185422,200.0,81614.7,44093.971153846156,1,1996
155616,1,0,0.0,92084,55,29,4,3,5,46.7,10124,0.56,141,monthly issuance,1996/04/20,female,62,16,14,274534.6,14.6,29176.0,59204497.08406896,9151.153333333332,9167.297739838636,300.0,62153.6,39426.06999999999,1,1996
417600,1,gold,960717.0,157042,49,70,18,0,9,33.9,8743,1.88,111,issuance after transaction,1995/10/24,male,51,21,13,277439.0,100.0,36305.0,113807573.21618536,8159.970588235291,12246.063165534477,200.0,87052.1,43196.74411764705,1,1996
123408,1,gold,960703.0,119895,17,4,3,2,4,89.9,10446,7.34,90,issuance after transaction,1995/11/23,male,57,25,40,376341.2,67.5,46000.0,57546461.10933413,5789.864615384616,8424.775584760231,700.0,85626.9,28359.255384615382,1,1996
155616,1,0,0.0,226122,32,50,7,4,4,62.6,8994,3.8,110,monthly issuance,1995/01/21,male,42,70,102,842107.6000000001,14.6,36960.0,26984110.565283556,4895.974418604649,7083.50978022853,200.0,75294.1,44197.50988372092,2,1996
222180,-1,0,0.0,45714,52,10,5,1,6,55.6,8843,2.82,113,monthly issuance,1995/11/29,male,82,28,31,691804.2,14.6,52600.0,125134053.38712446,11725.494915254236,13888.269077341096,800.0,130659.1,55230.44406779658,1,1996
45024,1,0,0.0,285387,0,2,8,5,7,89.9,10177,6.63,81,monthly issuance,1996/05/21,female,64,20,19,303412.80000000005,14.6,31636.5,40862664.02277327,7779.815384615385,10082.311518630264,800.0,63659.3,41994.90769230771,1,1996
115812,1,0,0.0,93931,74,21,10,1,8,56.9,8427,1.12,107,monthly issuance,1995/05/20,male,68,51,73,1646730.4999999998,14.6,50800.0,124831637.66455811,13280.084677419358,14709.90990232363,1100.0,119527.2,56646.516129032294,1,1996
129408,1,0,0.0,106054,38,25,6,2,6,63.1,8110,5.77,109,monthly issuance,1995/10/14,female,59,29,78,486882.39999999997,14.6,24212.0,21713625.671184972,4550.302803738317,6256.7835228934155,1000.0,56055.6,30869.78130841124,1,1996
